year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2019,9,MQ,Envoy Air,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",139,18,4.78,0.1,4.96,0,8.16,3,1,894,168,9,191,0,526
2019,9,MQ,Envoy Air,BIL,"Billings, MT: Billings Logan International",30,2,0,0,1,0,1,0,0,48,0,0,17,0,31
2019,9,MQ,Envoy Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",84,12,0.11,1.83,4.55,0,5.52,7,0,428,5,86,131,0,206
2019,9,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",145,21,5.89,1.03,5.09,0,8.99,1,1,1205,314,18,182,0,691
2019,9,MQ,Envoy Air,BOI,"Boise, ID: Boise Air Terminal",70,6,0.11,0,2,0,3.89,0,0,249,3,0,51,0,195
2019,9,MQ,Envoy Air,BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",85,3,2.63,0,0.38,0,0,6,0,84,78,0,6,0,0
2019,9,MQ,Envoy Air,BRO,"Brownsville, TX: Brownsville South Padre Island International",53,4,0.54,0.03,1.81,0,1.62,1,0,162,20,1,64,0,77
2019,9,MQ,Envoy Air,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",175,17,7.83,1,3.35,0,4.82,0,0,605,287,20,93,0,205
2019,9,MQ,Envoy Air,BUF,"Buffalo, NY: Buffalo Niagara International",138,29,7.29,0.12,10.64,0,10.95,4,0,1377,375,9,313,0,680
2019,9,MQ,Envoy Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",60,15,2.35,0.69,4.58,0,7.39,3,0,1041,92,49,196,0,704
2019,9,MQ,Envoy Air,CAE,"Columbia, SC: Columbia Metropolitan",71,15,3.24,0.5,2.41,0,8.85,1,0,1080,142,84,129,0,725
2019,9,MQ,Envoy Air,CAK,"Akron, OH: Akron-Canton Regional",5,2,0,0.06,1,0,0.94,0,0,175,0,9,36,0,130
2019,9,MQ,Envoy Air,CHA,"Chattanooga, TN: Lovell Field",59,7,1.67,0,0.41,0,4.92,0,0,308,46,0,11,0,251
2019,9,MQ,Envoy Air,CHO,"Charlottesville, VA: Charlottesville Albemarle",117,15,2.3,0,3.62,0,9.08,2,2,724,90,0,107,0,527
2019,9,MQ,Envoy Air,CHS,"Charleston, SC: Charleston AFB/International",87,4,0.6,0,0.48,0,2.92,13,1,119,15,0,14,0,90
2019,9,MQ,Envoy Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",256,49,9.68,0.12,22.64,0,16.57,9,0,2545,515,7,981,0,1042
2019,9,MQ,Envoy Air,CLE,"Cleveland, OH: Cleveland-Hopkins International",163,32,6.82,1.12,10.95,0,13.11,5,0,1639,366,60,421,0,792
2019,9,MQ,Envoy Air,CLL,"College Station/Bryan, TX: Easterwood Field",61,2,1,0,0,0,1,0,0,121,73,0,0,0,48
2019,9,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International",463,45,14.07,1.81,8.79,0,20.34,6,1,3171,1182,185,310,0,1494
2019,9,MQ,Envoy Air,CMH,"Columbus, OH: John Glenn Columbus International",409,69,13.26,1.55,21.17,0,33.02,12,0,3989,691,199,831,0,2268
2019,9,MQ,Envoy Air,CMI,"Champaign/Urbana, IL: University of Illinois/Willard",259,63,19.57,0,16.78,0,26.65,8,0,3239,775,0,625,0,1839
2019,9,MQ,Envoy Air,COU,"Columbia, MO: Columbia Regional",32,4,0.9,0,0.1,0.18,2.82,1,0,224,37,0,4,6,177
2019,9,MQ,Envoy Air,CRP,"Corpus Christi, TX: Corpus Christi International",114,6,3.14,0,0,0,2.86,0,0,327,191,0,0,0,136
2019,9,MQ,Envoy Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",426,88,19.19,1.25,33.59,0.69,33.28,11,0,4338,948,63,1137,18,2172
2019,9,MQ,Envoy Air,CWA,"Mosinee, WI: Central Wisconsin",88,20,3.64,1.6,9.01,0,5.75,4,1,1118,142,166,454,0,356
2019,9,MQ,Envoy Air,DAY,"Dayton, OH: James M Cox/Dayton International",193,27,8.81,2.09,6.2,0,9.9,7,0,1418,396,323,174,0,525
2019,9,MQ,Envoy Air,DBQ,"Dubuque, IA: Dubuque Regional",89,23,3.37,0.84,12.18,0,6.62,5,1,1579,228,37,411,0,903
2019,9,MQ,Envoy Air,DCA,"Washington, DC: Ronald Reagan Washington National",112,3,0,0,0.69,0,2.31,0,0,121,0,0,11,0,110
2019,9,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",5126,545,123.36,35.21,161.27,3.5,221.66,40,7,38576,11371,2926,8935,84,15260
2019,9,MQ,Envoy Air,DLH,"Duluth, MN: Duluth International",59,10,1.98,2.04,2.84,0,3.14,6,3,1276,54,195,107,0,920
2019,9,MQ,Envoy Air,DRT,"Del Rio, TX: Del Rio International",60,5,1.99,0,2.02,0,1,0,0,257,141,0,34,0,82
2019,9,MQ,Envoy Air,DSM,"Des Moines, IA: Des Moines International",82,27,7.27,0.01,8.26,0,11.46,7,0,1293,319,1,277,0,696
2019,9,MQ,Envoy Air,DTW,"Detroit, MI: Detroit Metro Wayne County",84,14,2.95,0,5.66,0,5.38,3,1,832,146,0,325,0,361
2019,9,MQ,Envoy Air,ELP,"El Paso, TX: El Paso International",58,14,2.24,1.53,6.08,0,4.14,1,0,787,143,144,235,0,265
2019,9,MQ,Envoy Air,ERI,"Erie, PA: Erie International/Tom Ridge Field",30,11,4.35,0,3.16,0,3.49,1,0,510,155,0,134,0,221
2019,9,MQ,Envoy Air,EVV,"Evansville, IN: Evansville Regional",60,9,1.87,0,0.22,0,6.91,1,0,521,75,0,5,0,441
2019,9,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",47,12,2.22,0,7.37,0,2.4,2,0,815,229,0,365,0,221
2019,9,MQ,Envoy Air,EYW,"Key West, FL: Key West International",38,2,0,0,0,0,2,0,1,71,0,0,0,0,71
2019,9,MQ,Envoy Air,FAR,"Fargo, ND: Hector International",111,21,3.46,0,14.28,0,3.25,3,0,764,175,0,439,0,150
2019,9,MQ,Envoy Air,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",59,5,1.17,2.5,1.33,0,0,2,0,204,26,142,36,0,0
2019,9,MQ,Envoy Air,FCA,"Kalispell, MT: Glacier Park International",33,3,0,0,2,0,1,0,0,71,0,0,31,0,40
2019,9,MQ,Envoy Air,FNT,"Flint, MI: Bishop International",113,20,5.55,0.83,6.02,0,7.6,3,0,980,333,39,210,0,398
2019,9,MQ,Envoy Air,FSD,"Sioux Falls, SD: Joe Foss Field",56,14,1.45,0.22,8.99,0,3.35,2,0,587,83,13,253,0,238
2019,9,MQ,Envoy Air,FSM,"Fort Smith, AR: Fort Smith Regional",50,4,1.02,0,1.46,0,1.53,0,0,229,50,0,62,0,117
2019,9,MQ,Envoy Air,FWA,"Fort Wayne, IN: Fort Wayne International",57,15,2.99,0.82,3.72,0,7.46,2,0,590,83,30,140,0,337
2019,9,MQ,Envoy Air,GCK,"Garden City, KS: Garden City Regional",60,5,2.01,0,2.99,0,0,0,0,118,55,0,63,0,0
2019,9,MQ,Envoy Air,GGG,"Longview, TX: East Texas Regional",82,6,0.17,0,1.18,0,4.65,0,0,189,10,0,29,0,150
2019,9,MQ,Envoy Air,GJT,"Grand Junction, CO: Grand Junction Regional",62,9,2.16,0,1.89,0,4.94,0,0,433,137,0,37,0,259
2019,9,MQ,Envoy Air,GNV,"Gainesville, FL: Gainesville Regional",112,6,0.04,0,1.18,0,4.78,1,0,295,3,0,28,0,264
2019,9,MQ,Envoy Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",26,1,0,0.85,0.15,0,0,0,0,62,0,53,9,0,0
2019,9,MQ,Envoy Air,GRB,"Green Bay, WI: Green Bay Austin Straubel International",96,28,3.29,0.16,15.51,0,9.03,4,0,1024,93,11,459,0,461
2019,9,MQ,Envoy Air,GRI,"Grand Island, NE: Central Nebraska Regional",74,9,5,0,2.01,0,1.99,1,0,412,199,0,69,0,144
2019,9,MQ,Envoy Air,GRK,"Killeen, TX: Robert Gray AAF",198,18,4.66,0,3.44,0,9.9,1,1,631,128,0,73,0,430
2019,9,MQ,Envoy Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",153,48,9.11,1.03,21.82,0,16.04,7,0,2966,421,618,916,0,1011
2019,9,MQ,Envoy Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",280,51,8.36,0.82,17.48,0,24.34,5,1,3295,395,57,966,0,1877
2019,9,MQ,Envoy Air,GSP,"Greer, SC: Greenville-Spartanburg International",149,21,9.68,1.03,6.5,0,3.79,3,0,966,535,64,241,0,126
2019,9,MQ,Envoy Air,HOU,"Houston, TX: William P Hobby",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,9,MQ,Envoy Air,HPN,"White Plains, NY: Westchester County",6,3,1,0,0.75,0,1.25,0,0,127,18,0,27,0,82
2019,9,MQ,Envoy Air,HRL,"Harlingen/San Benito, TX: Valley International",85,1,0.56,0,0.44,0,0,0,0,25,14,0,11,0,0
2019,9,MQ,Envoy Air,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",54,16,4.58,0.31,4.9,0,6.22,1,0,760,240,11,156,0,353
2019,9,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",29,11,0.95,0.03,4.18,0,5.84,2,0,680,62,4,244,0,370
2019,9,MQ,Envoy Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",84,21,4.34,1.68,8.36,0,6.62,2,0,1121,155,35,389,0,542
2019,9,MQ,Envoy Air,ILM,"Wilmington, NC: Wilmington International",74,10,0.83,0,1.09,0,8.08,8,0,688,87,0,89,0,512
2019,9,MQ,Envoy Air,IND,"Indianapolis, IN: Indianapolis International",216,30,9.83,0.85,14.46,0,4.86,5,0,1264,578,53,424,0,209
2019,9,MQ,Envoy Air,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",22,1,1,0,0,0,0,0,0,19,19,0,0,0,0
2019,9,MQ,Envoy Air,JAX,"Jacksonville, FL: Jacksonville International",88,8,3.99,0,1.16,0,2.85,6,0,317,168,0,20,0,129
2019,9,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",360,49,5,0,21.58,0,22.42,11,3,2705,228,0,899,0,1578
2019,9,MQ,Envoy Air,JLN,"Joplin, MO: Joplin Regional",121,22,2.61,0.12,10.35,0,8.92,3,0,1238,196,4,437,0,601
2019,9,MQ,Envoy Air,LAN,"Lansing, MI: Capital Region International",55,14,1.8,0,7.15,0,5.06,1,1,536,88,0,243,0,205
2019,9,MQ,Envoy Air,LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",58,3,0.92,1,0.09,0,1,0,0,626,88,60,9,0,469
2019,9,MQ,Envoy Air,LBB,"Lubbock, TX: Lubbock Preston Smith International",10,1,1,0,0,0,0,0,0,27,27,0,0,0,0
2019,9,MQ,Envoy Air,LCH,"Lake Charles, LA: Lake Charles Regional",90,9,6,0,0.14,0,2.86,1,0,414,270,0,17,0,127
2019,9,MQ,Envoy Air,LEX,"Lexington, KY: Blue Grass",164,21,5.07,1.06,7.91,0,6.96,7,0,1068,261,46,371,0,390
2019,9,MQ,Envoy Air,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",65,8,0.47,0,2.12,0,5.41,0,0,373,12,0,64,0,297
2019,9,MQ,Envoy Air,LGA,"New York, NY: LaGuardia",737,184,13.71,1.5,125.73,0,43.05,20,2,13409,1232,119,7545,0,4513
2019,9,MQ,Envoy Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",262,32,6.77,0.11,14.67,0,10.45,4,0,1363,296,5,465,0,597
2019,9,MQ,Envoy Air,LRD,"Laredo, TX: Laredo International",74,7,0.38,0,1.55,0,5.08,0,0,272,13,0,44,0,215
2019,9,MQ,Envoy Air,LSE,"La Crosse, WI: La Crosse Regional",30,6,1.28,0,2.15,0,2.57,2,0,420,92,0,124,0,204
2019,9,MQ,Envoy Air,MCI,"Kansas City, MO: Kansas City International",57,17,4.78,0.1,7.88,0,4.25,1,0,710,205,6,260,0,239
2019,9,MQ,Envoy Air,MDT,"Harrisburg, PA: Harrisburg International",121,20,3.63,0.84,10.24,0,5.29,3,0,898,212,37,389,0,260
2019,9,MQ,Envoy Air,MEM,"Memphis, TN: Memphis International",227,40,12.69,1.08,11.18,0,15.05,5,0,2059,569,26,650,0,814
2019,9,MQ,Envoy Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",48,5,0.55,0.89,0.56,0,3,1,0,172,16,31,22,0,103
2019,9,MQ,Envoy Air,MGM,"Montgomery, AL: Montgomery Regional",30,5,0.55,0,1.58,0,2.87,0,0,165,18,0,34,0,113
2019,9,MQ,Envoy Air,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",117,30,4.38,1.55,15.88,0,8.18,4,1,1452,288,31,512,0,621
2019,9,MQ,Envoy Air,MIA,"Miami, FL: Miami International",1003,106,43.6,3.25,12.14,0,47.02,36,1,8109,4236,255,377,0,3241
2019,9,MQ,Envoy Air,MLI,"Moline, IL: Quad City International",81,21,4.96,0.02,6.82,0,9.2,7,0,956,251,2,207,0,496
2019,9,MQ,Envoy Air,MLU,"Monroe, LA: Monroe Regional",49,4,2,0.75,0.48,0,0.78,0,0,297,52,80,58,0,107
2019,9,MQ,Envoy Air,MOB,"Mobile, AL: Mobile Regional",62,8,2.34,0,4.48,0,1.18,0,0,292,103,0,126,0,63
2019,9,MQ,Envoy Air,MQT,"Marquette, MI: Sawyer International",30,6,0.54,0.93,2.84,0,1.69,0,0,223,18,56,75,0,74
2019,9,MQ,Envoy Air,MRY,"Monterey, CA: Monterey Regional",30,1,1,0,0,0,0,0,0,26,26,0,0,0,0
2019,9,MQ,Envoy Air,MSN,"Madison, WI: Dane County Regional-Truax Field",224,45,8.15,1.86,23.75,0,11.24,12,2,2338,772,198,700,0,668
2019,9,MQ,Envoy Air,MSO,"Missoula, MT: Missoula International",33,3,1.59,0,1,0,0.41,0,0,102,65,0,18,0,19
2019,9,MQ,Envoy Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5,1,0,0,0.35,0,0.65,1,0,20,0,0,7,0,13
2019,9,MQ,Envoy Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",75,20,5.76,0.88,7.62,0,5.74,1,0,934,271,35,242,0,386
2019,9,MQ,Envoy Air,MYR,"Myrtle Beach, SC: Myrtle Beach International",31,2,1.52,0,0.48,0,0,1,0,117,106,0,11,0,0
2019,9,MQ,Envoy Air,OKC,"Oklahoma City, OK: Will Rogers World",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,9,MQ,Envoy Air,OMA,"Omaha, NE: Eppley Airfield",148,29,2.72,1.41,13.33,0,11.54,8,0,1352,137,136,510,0,569
2019,9,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",5819,1400,181.61,77.73,604.49,1.54,534.64,284,8,112065,22170,10945,42592,96,36262
2019,9,MQ,Envoy Air,ORF,"Norfolk, VA: Norfolk International",316,48,7.44,0.48,17.87,0,22.21,21,0,2898,714,14,705,0,1465
2019,9,MQ,Envoy Air,PGV,"Greenville, NC: Pitt Greenville",27,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2019,9,MQ,Envoy Air,PIA,"Peoria, IL: General Downing - Peoria International",87,20,5.99,0.38,8.87,0,4.76,4,0,708,232,23,280,0,173
2019,9,MQ,Envoy Air,PIT,"Pittsburgh, PA: Pittsburgh International",217,33,8.14,2.18,11.1,0.77,10.81,4,0,1697,390,144,441,30,692
2019,9,MQ,Envoy Air,PNS,"Pensacola, FL: Pensacola International",118,12,3.16,0,2.92,0,5.92,1,1,436,149,0,64,0,223
2019,9,MQ,Envoy Air,PVD,"Providence, RI: Theodore Francis Green State",84,17,2.76,0.06,4.82,0,9.36,2,0,860,156,4,212,0,488
2019,9,MQ,Envoy Air,PWM,"Portland, ME: Portland International Jetport",58,16,4.12,1.01,4.92,0,5.95,1,0,775,233,46,134,0,362
2019,9,MQ,Envoy Air,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",86,11,1.41,0.06,3.95,0,5.58,3,0,591,72,7,123,0,389
2019,9,MQ,Envoy Air,RIC,"Richmond, VA: Richmond International",178,26,8.53,0.59,8.27,0,8.61,8,0,1475,504,42,338,0,591
2019,9,MQ,Envoy Air,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",30,8,1.79,0,4.62,0,1.59,0,0,486,162,0,114,0,210
2019,9,MQ,Envoy Air,ROC,"Rochester, NY: Greater Rochester International",114,33,7.08,0.75,11.47,0,13.71,5,0,1882,321,41,440,0,1080
2019,9,MQ,Envoy Air,ROW,"Roswell, NM: Roswell International Air Center",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,9,MQ,Envoy Air,RST,"Rochester, MN: Rochester International",103,27,2.83,1.02,15.5,0,7.64,6,0,1204,115,45,491,0,553
2019,9,MQ,Envoy Air,SAV,"Savannah, GA: Savannah/Hilton Head International",66,9,3.72,0,2.86,0,2.42,5,0,379,111,0,69,0,199
2019,9,MQ,Envoy Air,SBA,"Santa Barbara, CA: Santa Barbara Municipal",54,8,5.24,0,1.91,0,0.84,0,0,325,169,0,140,0,16
2019,9,MQ,Envoy Air,SBP,"San Luis Obispo, CA: San Luis County Regional",30,1,0,0,0.42,0,0.58,0,0,43,0,0,18,0,25
2019,9,MQ,Envoy Air,SCE,"State College, PA: University Park",59,9,1.4,1,3.18,0,3.42,0,0,539,198,15,153,0,173
2019,9,MQ,Envoy Air,SDF,"Louisville, KY: Louisville Muhammad Ali International",102,23,6.12,0.71,9.79,0,6.39,6,0,961,213,16,315,0,417
2019,9,MQ,Envoy Air,SGF,"Springfield, MO: Springfield-Branson National",417,77,21.06,3.64,19.98,0,32.33,7,0,4629,1279,770,701,0,1879
2019,9,MQ,Envoy Air,SHV,"Shreveport, LA: Shreveport Regional",68,7,2.16,0,1.59,0,3.25,1,0,291,79,0,84,0,128
2019,9,MQ,Envoy Air,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",171,10,2.22,0,4,0,3.78,1,1,315,107,0,73,0,135
2019,9,MQ,Envoy Air,SPI,"Springfield, IL: Abraham Lincoln Capital",56,12,1.55,0.07,7.1,0,3.29,0,0,361,51,6,163,0,141
2019,9,MQ,Envoy Air,SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",108,11,4.93,0,2.88,0,3.18,1,0,424,199,0,81,0,144
2019,9,MQ,Envoy Air,STL,"St. Louis, MO: St Louis Lambert International",44,9,2.04,0.05,3.11,0,3.8,3,0,538,137,7,91,0,303
2019,9,MQ,Envoy Air,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",30,6,1.25,0,2.75,0,2,0,0,208,40,0,54,0,114
2019,9,MQ,Envoy Air,SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",108,37,10.2,0.94,16.21,0,9.65,3,0,1818,672,22,546,0,578
2019,9,MQ,Envoy Air,SWO,"Stillwater, OK: Stillwater Regional",79,6,1.16,0,3.03,0,1.81,0,2,334,37,0,202,0,95
2019,9,MQ,Envoy Air,SYR,"Syracuse, NY: Syracuse Hancock International",51,11,2.41,0,4.58,0,4.01,2,0,451,126,0,166,0,159
2019,9,MQ,Envoy Air,TLH,"Tallahassee, FL: Tallahassee International",94,5,0.86,0,1.42,0,2.71,3,0,185,25,0,38,0,122
2019,9,MQ,Envoy Air,TOL,"Toledo, OH: Toledo Express",84,18,2.63,0,8.67,0,6.7,5,0,778,174,0,189,0,415
2019,9,MQ,Envoy Air,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",54,8,3.95,0,2.2,0,1.85,0,0,268,182,0,41,0,45
2019,9,MQ,Envoy Air,TUL,"Tulsa, OK: Tulsa International",138,24,2.47,0.67,8.62,0,12.25,4,0,1045,146,14,296,0,589
2019,9,MQ,Envoy Air,TVC,"Traverse City, MI: Cherry Capital",133,26,5.42,2.8,8.87,0,8.9,4,1,895,171,70,235,0,419
2019,9,MQ,Envoy Air,TXK,"Texarkana, AR: Texarkana Regional-Webb Field",109,12,2.42,0,2.7,0,6.88,0,0,791,143,0,72,0,576
2019,9,MQ,Envoy Air,TYR,"Tyler, TX: Tyler Pounds Regional",142,12,1.06,0,3.13,0,7.81,1,1,361,17,0,93,0,251
2019,9,MQ,Envoy Air,TYS,"Knoxville, TN: McGhee Tyson",160,32,6.73,0.93,11.56,0,12.78,3,0,1452,295,58,299,0,800
2019,9,MQ,Envoy Air,XNA,"Fayetteville, AR: Northwest Arkansas Regional",342,49,10.37,2.9,16.11,0,19.62,11,0,2411,550,151,613,0,1097
2019,9,NK,Spirit Air Lines,ACY,"Atlantic City, NJ: Atlantic City International",225,25,3.14,0,9.08,0.19,12.59,12,3,2998,902,0,1198,7,891
2019,9,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",802,77,23.07,0.01,36.09,0,17.83,27,4,4775,1193,1,1904,0,1677
2019,9,NK,Spirit Air Lines,AUS,"Austin, TX: Austin - Bergstrom International",264,19,6.79,0,6.21,0,6.01,6,0,848,319,0,268,0,261
2019,9,NK,Spirit Air Lines,AVL,"Asheville, NC: Asheville Regional",52,4,1.04,0,0.69,0,2.27,3,1,275,66,0,21,0,188
2019,9,NK,Spirit Air Lines,BDL,"Hartford, CT: Bradley International",135,12,5.52,0,3.6,0,2.88,9,0,1045,163,0,601,0,281
2019,9,NK,Spirit Air Lines,BOS,"Boston, MA: Logan International",380,58,9.92,2.08,32.38,0,13.63,21,0,3398,453,118,1631,0,1196
2019,9,NK,Spirit Air Lines,BQN,"Aguadilla, PR: Rafael Hernandez",49,7,6.89,0,0,0,0.11,5,0,454,431,0,1,0,22
2019,9,NK,Spirit Air Lines,BUR,"Burbank, CA: Bob Hope",90,8,0.12,0,2.61,0,5.27,2,0,377,5,0,145,0,227
2019,9,NK,Spirit Air Lines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",807,103,24.28,2.08,42.33,0.1,34.21,24,0,5014,1370,109,1851,8,1676
2019,9,NK,Spirit Air Lines,CAK,"Akron, OH: Akron-Canton Regional",24,1,1,0,0,0,0,4,0,31,31,0,0,0,0
2019,9,NK,Spirit Air Lines,CLE,"Cleveland, OH: Cleveland-Hopkins International",270,26,9.22,0,10.77,0,6.01,9,1,2194,824,0,940,0,430
2019,9,NK,Spirit Air Lines,CLT,"Charlotte, NC: Charlotte Douglas International",120,21,3.16,0,12.82,0,5.02,6,0,833,161,0,407,0,265
2019,9,NK,Spirit Air Lines,CMH,"Columbus, OH: John Glenn Columbus International",122,9,4.8,0,3.46,0,0.74,6,0,557,314,0,195,0,48
2019,9,NK,Spirit Air Lines,CRW,"Charleston/Dunbar, WV: Yeager",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,9,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",402,59,13.13,0.71,33.02,1,11.15,11,0,3627,1225,34,1483,44,841
2019,9,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",749,80,18.95,0.79,39.23,0,21.02,15,1,5182,1254,42,2183,0,1703
2019,9,NK,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",844,91,33.08,0,38.97,0.19,18.76,39,0,6766,2496,0,2927,10,1333
2019,9,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",331,53,7.55,0,34.71,0,10.74,18,0,4230,470,0,2069,0,1691
2019,9,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1606,175,50.24,8.5,76.51,0,39.75,99,0,15086,5775,1484,5007,0,2820
2019,9,NK,Spirit Air Lines,GSO,"Greensboro/High Point, NC: Piedmont Triad International",34,3,1.6,0.08,0.42,0,0.9,3,0,153,94,4,9,0,46
2019,9,NK,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",27,1,0.05,0,0.02,0,0.94,0,0,63,3,0,1,0,59
2019,9,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",621,77,14.99,0.94,45.88,0.9,14.29,39,2,5101,503,264,2581,18,1735
2019,9,NK,Spirit Air Lines,IND,"Indianapolis, IN: Indianapolis International",62,5,0.13,0,1.7,0,3.16,4,0,322,3,0,38,0,281
2019,9,NK,Spirit Air Lines,JAX,"Jacksonville, FL: Jacksonville International",100,15,3.63,0,5.27,0,6.1,7,0,576,132,0,170,0,274
2019,9,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",1652,174,49.72,5.93,72.03,1.54,44.78,25,1,11827,4115,342,4110,69,3191
2019,9,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",698,88,26.56,1.73,45.29,0,14.42,10,1,6081,1519,186,2733,0,1643
2019,9,NK,Spirit Air Lines,LBE,"Latrobe, PA: Arnold Palmer Regional",82,8,1.19,0,5.37,0,1.44,7,1,411,42,0,333,0,36
2019,9,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",330,82,9.11,0.83,63.47,0.26,8.33,12,3,5252,1314,125,3400,9,404
2019,9,NK,Spirit Air Lines,MCI,"Kansas City, MO: Kansas City International",115,8,5.23,0,0.07,0,2.7,7,0,450,266,0,2,0,182
2019,9,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",1375,117,30.38,9.31,40.5,0,36.81,178,0,10954,2966,1546,2902,0,3540
2019,9,NK,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",302,33,7.64,1,11.2,0,13.16,7,1,1684,251,31,618,0,784
2019,9,NK,Spirit Air Lines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",528,47,17.14,0.81,14.54,0,14.51,16,1,3134,1069,83,930,0,1052
2019,9,NK,Spirit Air Lines,MYR,"Myrtle Beach, SC: Myrtle Beach International",471,46,12.42,2.61,15.94,1.63,13.41,37,0,3668,807,108,1577,41,1135
2019,9,NK,Spirit Air Lines,OAK,"Oakland, CA: Metropolitan Oakland International",228,28,10.11,0,9.9,0,7.99,4,0,1745,812,0,456,0,477
2019,9,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",808,150,21.46,6.95,92.49,1.13,27.97,30,1,11864,3329,713,5557,25,2240
2019,9,NK,Spirit Air Lines,PBG,"Plattsburgh, NY: Plattsburgh International",10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,9,NK,Spirit Air Lines,PDX,"Portland, OR: Portland International",84,7,1,0,3.02,0,2.98,0,0,307,38,0,72,0,197
2019,9,NK,Spirit Air Lines,PHL,"Philadelphia, PA: Philadelphia International",348,48,13.43,0.82,23.45,0,10.3,14,1,3533,892,32,1938,0,671
2019,9,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,9,NK,Spirit Air Lines,PIT,"Pittsburgh, PA: Pittsburgh International",164,11,5.07,0,3.94,0,1.99,5,0,750,347,0,284,0,119
2019,9,NK,Spirit Air Lines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",188,27,9.27,1.22,11.19,0,5.31,11,0,1453,354,27,697,0,375
2019,9,NK,Spirit Air Lines,RIC,"Richmond, VA: Richmond International",54,3,1,0,1,0,1,6,0,386,15,0,242,0,129
